absorbance_6.1_1A,6.1_1A,absorbance_6.1_2A,6.1_2A,6.1_3A,6.1_4A
734.0,0.0765,734.2638,0.08362432,0.07202779,0.07816933
734.0,0.0758,734.7459,0.08248737,0.07122961,0.07692807
735.0,0.075,735.228,0.08162613,0.07020037,0.07575174
735.0,0.0741,735.7101,0.08092725,0.06897521,0.07468598
736.0,0.0732,736.1923,0.08025927,0.06765494,0.07377216
736.0,0.0723,736.6744,0.07953058,0.0663518,0.07303165
737.0,0.0715,737.1565,0.07871714,0.06513707,0.07246062
737.0,0.0707,737.6386,0.07785853,0.06401964,0.07203061
738.0,0.0699,738.1207,0.07703048,0.06294627,0.07170048
738.0,0.069,738.6028,0.07630279,0.06183901,0.07143205
739.0,0.0678,739.085,0.07571153,0.06063359,0.07120232
739.0,0.0663,739.5671,0.0752424,0.05932192,0.0710126
740.0,0.0645,740.0492,0.07484573,0.05795771,0.07088234
740.0,0.0624,740.5313,0.07446268,0.05664633,0.07083535
741.0,0.0602,741.0134,0.07405849,0.05549873,0.07087804
741.0,0.0581,741.4955,0.07363736,0.05459956,0.07098591
741.0,0.0564,741.9777,0.07324067,0.05398485,0.07109489
742.0,0.0552,742.4598,0.07292311,0.05363993,0.07111943
742.0,0.0546,742.9419,0.07272819,0.05351876,0.07096903
743.0,0.0545,743.424,0.07266778,0.05356759,0.07057526
743.0,0.0548,743.9061,0.07271691,0.05374591,0.06991428
744.0,0.0553,744.3882,0.07282235,0.05402476,0.0690104
744.0,0.0559,744.8704,0.07291821,0.05437553,0.06792864
745.0,0.0564,745.3525,0.07294599,0.05476199,0.06674906
745.0,0.0567,745.8346,0.07285541,0.05512995,0.06555238
746.0,0.0568,746.3167,0.07260623,0.05541791,0.06440286
746.0,0.0567,746.7988,0.0721689,0.05557899,0.06334221
747.0,0.0563,747.2809,0.07152342,0.05559449,0.06240407
747.0,0.0556,747.7631,0.0706698,0.05548641,0.06162533
748.0,0.0548,748.2452,0.06963799,0.05530874,0.06105024
748.0,0.0539,748.7273,0.06849724,0.05513417,0.06073245
749.0,0.0529,749.2094,0.06734885,0.055029,0.06071499
749.0,0.052,749.6915,0.06629714,0.05502998,0.06100717
750.0,0.0513,750.1736,0.06543044,0.0551375,0.06156839
750.0,0.0508,750.6558,0.06478532,0.05531247,0.06230196
751.0,0.0507,751.1379,0.06433917,0.0554901,0.06307842
751.0,0.0508,751.62,0.06402102,0.05558422,0.06374805
752.0,0.0512,752.1021,0.06374431,0.05550919,0.06418569
752.0,0.0517,752.5842,0.0634454,0.05519679,0.06431752
753.0,0.0522,753.0663,0.06310284,0.05460995,0.06412883
753.0,0.0526,753.5485,0.06274512,0.05376489,0.06366644
754.0,0.0529,754.0306,0.06242916,0.05273648,0.06301928
754.0,0.0529,754.5127,0.06221274,0.05165942,0.06230158
755.0,0.0527,754.9948,0.06212157,0.05069311,0.06162135
755.0,0.0524,755.4769,0.0621393,0.04998263,0.06106404
755.0,0.0521,755.959,0.06221431,0.04962347,0.06068835
756.0,0.0517,756.4412,0.06228717,0.04961941,0.06051561
756.0,0.0514,756.9233,0.06231599,0.0498828,0.06053464
757.0,0.0512,757.4054,0.06229312,0.05025135,0.06070432
757.0,0.051,757.8875,0.06224531,0.0505541,0.06096673
758.0,0.0508,758.3696,0.06221712,0.050662,0.06125557
758.0,0.0506,758.8517,0.06224791,0.05053544,0.06151114
759.0,0.0502,759.3339,0.06235138,0.05023613,0.06169569
759.0,0.0497,759.816,0.06251378,0.0499029,0.06179742
760.0,0.0492,760.2981,0.06270394,0.04970255,0.06182658
760.0,0.0487,760.7802,0.06289642,0.04975571,0.06181668
761.0,0.0483,761.2623,0.0630859,0.05010493,0.06180256
761.0,0.0481,761.7444,0.06329463,0.05069057,0.06181028
762.0,0.0483,762.2266,0.0635586,0.05138249,0.06185059
762.0,0.0487,762.7087,0.06390894,0.05201218,0.06192257
763.0,0.0494,763.1908,0.06434593,0.05242968,0.06202252
763.0,0.0501,763.6729,0.06482908,0.05254893,0.06215143
764.0,0.0509,764.155,0.06527564,0.05235568,0.06231776
764.0,0.0515,764.6371,0.06558196,0.05190977,0.06253081
765.0,0.0518,765.1193,0.06565883,0.05131533,0.06278885
765.0,0.0518,765.6014,0.06544738,0.05070284,0.0630687
766.0,0.0515,766.0835,0.06494161,0.05019095,0.06332268
766.0,0.051,766.5656,0.06418253,0.04985914,0.06349205
767.0,0.0503,767.0477,0.06324743,0.04973909,0.0635174
767.0,0.0496,767.5298,0.06222553,0.0498014,0.06336363
768.0,0.0489,768.012,0.0611982,0.04996409,0.0630298
768.0,0.0485,768.4941,0.06023716,0.05009821,0.06255032
768.0,0.0484,768.9762,0.05939464,0.05006442,0.06198118
769.0,0.0484,769.4583,0.0587059,0.04975042,0.06138113
769.0,0.0485,769.9404,0.05819198,0.04910005,0.06080069
770.0,0.0487,770.4225,0.05785531,0.0481441,0.06027134
770.0,0.0487,770.9047,0.05767782,0.04699605,0.05981105
771.0,0.0485,771.3868,0.05761631,0.04583973,0.05943612
771.0,0.0481,771.8689,0.05760963,0.0448708,0.05916618
772.0,0.0475,772.351,0.05758775,0.04425657,0.05902389
772.0,0.047,772.8331,0.05748379,0.04409887,0.0590238
773.0,0.0467,773.3152,0.05725829,0.04440437,0.05915596
773.0,0.0465,773.7974,0.05690655,0.04509166,0.05937675
774.0,0.0465,774.2795,0.0564637,0.04601047,0.05960835
774.0,0.0466,774.7616,0.05599098,0.04699208,0.05976462
775.0,0.0468,775.2437,0.05556154,0.04787028,0.05977145
775.0,0.0468,775.7258,0.05523893,0.04851014,0.05959531
776.0,0.0468,776.2079,0.05505478,0.04883091,0.05925663
776.0,0.0468,776.6901,0.05500559,0.04879975,0.05882372
777.0,0.0468,777.1722,0.05505433,0.04843291,0.05839062
777.0,0.0468,777.6543,0.05514923,0.0477821,0.05803568
778.0,0.0471,778.1364,0.05523896,0.04692789,0.05780148
778.0,0.0474,778.6185,0.05529141,0.04596483,0.05767643
779.0,0.0477,779.1006,0.05530204,0.04498126,0.05760537
779.0,0.0479,779.5828,0.05528998,0.04405825,0.05750607
780.0,0.0478,780.0649,0.05528695,0.04325589,0.05729968
780.0,0.0475,780.547,0.05531909,0.04260894,0.05693696
781.0,0.047,781.0291,0.05539658,0.04213348,0.0564063
781.0,0.0463,781.5112,0.0555057,0.041831,0.05573846
782.0,0.0457,781.9933,0.05561457,0.04169535,0.05499346
782.0,0.0451,782.4755,0.05568039,0.04171459,0.05425493
782.0,0.0448,782.9576,0.05566595,0.04186955,0.05361193
783.0,0.0446,783.4397,0.05555175,0.04213285,0.05314367
783.0,0.0445,783.9218,0.05533873,0.0424643,0.05291622
784.0,0.0445,784.4039,0.05504867,0.04282077,0.0529645
784.0,0.0445,784.886,0.05471408,0.04316794,0.05328515
785.0,0.0444,785.3682,0.05437217,0.04349067,0.05383185
785.0,0.0442,785.8503,0.05405237,0.04380037,0.05452149
786.0,0.0441,786.3324,0.05377394,0.0441248,0.05524805
786.0,0.044,786.8145,0.05354651,0.04448882,0.05589268
787.0,0.0439,787.2966,0.05337108,0.04488773,0.05635548
787.0,0.0438,787.7787,0.05324201,0.04527114,0.05656802
788.0,0.0437,788.2609,0.05314799,0.04554123,0.05650444
788.0,0.0436,788.743,0.05307366,0.04558589,0.05618694
789.0,0.0434,789.2251,0.05300148,0.04531471,0.05568057
789.0,0.0432,789.7072,0.05291663,0.0447005,0.05508673
790.0,0.043,790.1893,0.05281582,0.04379988,0.05451687
790.0,0.0427,790.6714,0.05271327,0.04274691,0.05408262
791.0,0.0425,791.1536,0.05264622,0.04171972,0.05387285
791.0,0.0422,791.6357,0.05266522,0.04087304,0.05392766
792.0,0.0419,792.1178,0.05282677,0.04030846,0.05422676
792.0,0.0416,792.5999,0.05317353,0.04004402,0.05468319
793.0,0.0413,793.082,0.05371607,0.04002829,0.05516968
793.0,0.0411,793.5641,0.05442438,0.0401722,0.05554007
794.0,0.0409,794.0463,0.05522786,0.04039361,0.05567883
794.0,0.0409,794.5284,0.0560364,0.04065056,0.05554368
795.0,0.0409,795.0105,0.05675109,0.04093793,0.05517884
795.0,0.041,795.4926,0.05729021,0.04126825,0.05471014
795.0,0.0412,795.9747,0.0576061,0.04163847,0.05429324
796.0,0.0415,796.4568,0.05768216,0.04200408,0.05407245
796.0,0.0419,796.939,0.05752935,0.04228144,0.05411485
797.0,0.0423,797.4211,0.05717088,0.04238065,0.05438657
797.0,0.0428,797.9032,0.05663459,0.04224022,0.05475717
798.0,0.0431,798.3853,0.05594669,0.04187063,0.0550473
798.0,0.0433,798.8674,0.05513535,0.04135762,0.05509721
799.0,0.0432,799.3495,0.05424194,0.04084826,0.05481018
799.0,0.0428,799.8317,0.05332408,0.04049238,0.05419819
800.0,0.0423,800.3138,0.05245118,0.0403869,0.05337068
800.0,0.0417,800.7959,0.0516998,0.04054759,0.05250881
801.0,0.0411,801.278,0.0511307,0.04090379,0.0517963
801.0,0.0407,801.7601,0.05077732,0.0413385,0.05137077
802.0,0.0405,802.2422,0.05064135,0.04173406,0.05129797
802.0,0.0405,802.7244,0.05069664,0.04203027,0.05155688
803.0,0.0407,803.2065,0.05090256,0.04223871,0.05205914
803.0,0.041,803.6886,0.05121618,0.04243172,0.05267049
804.0,0.0414,804.1707,0.05160455,0.04269489,0.05325521
804.0,0.0418,804.6528,0.05204338,0.04308277,0.05369509
805.0,0.0422,805.1349,0.05250783,0.04358483,0.05390828
805.0,0.0425,805.6171,0.05296494,0.04412887,0.05386508
806.0,0.0428,806.0992,0.05336544,0.0446042,0.05358501
806.0,0.0431,806.5813,0.05364641,0.04490623,0.0531349
807.0,0.0434,807.0634,0.05375223,0.04498091,0.05260821
807.0,0.0437,807.5455,0.0536495,0.04483547,0.05211445
808.0,0.0441,808.0276,0.05334786,0.0445311,0.05175215
808.0,0.0445,808.5098,0.05290054,0.04414513,0.05158201
809.0,0.0449,808.9919,0.05239884,0.04374282,0.05162182
809.0,0.0454,809.474,0.05194632,0.04335071,0.05184488
809.0,0.0459,809.9561,0.05162558,0.04296111,0.05220002
810.0,0.0462,810.4382,0.05148793,0.04255465,0.05262693
810.0,0.0465,810.9203,0.0515403,0.04213228,0.05307876
811.0,0.0467,811.4025,0.05175537,0.04173172,0.05353024
811.0,0.0467,811.8846,0.05208385,0.04142774,0.05397079
812.0,0.0467,812.3667,0.05247289,0.04130288,0.05439385
812.0,0.0466,812.8488,0.0528773,0.04140805,0.05478356
813.0,0.0465,813.3309,0.05325525,0.04173788,0.05510753
813.0,0.0462,813.813,0.05356669,0.04221953,0.05532221
814.0,0.0459,814.2952,0.05377181,0.04274076,0.05538862
814.0,0.0454,814.7773,0.0538312,0.04317876,0.05528442
815.0,0.0448,815.2594,0.05372305,0.04345536,0.05501707
815.0,0.0441,815.7415,0.05345819,0.0435623,0.05462047
816.0,0.0435,816.2236,0.05309405,0.04356092,0.05414809
816.0,0.0432,816.7057,0.05272778,0.04354854,0.05365374
817.0,0.0431,817.1879,0.05247604,0.04361123,0.05318118
817.0,0.0434,817.67,0.05245206,0.04378462,0.05276296
818.0,0.0439,818.1521,0.05272247,0.04403339,0.05242018
818.0,0.0446,818.6342,0.05329129,0.04426613,0.05217056
819.0,0.0452,819.1163,0.05409379,0.04437134,0.05203297
819.0,0.0456,819.5984,0.05502252,0.04427552,0.05202232
820.0,0.0458,820.0806,0.05595554,0.04397559,0.0521443
820.0,0.0457,820.5627,0.0567913,0.04355163,0.05238716
821.0,0.0454,821.0448,0.0574804,0.04313432,0.05272424
821.0,0.045,821.5269,0.05802473,0.04286841,0.05311962
822.0,0.0447,822.009,0.05846706,0.04286236,0.05354302
822.0,0.0445,822.4911,0.05886185,0.04315001,0.05398373
822.0,0.0445,822.9733,0.05925341,0.04369008,0.05445308
823.0,0.0447,823.4554,0.05965479,0.04438184,0.05497389
823.0,0.0449,823.9375,0.06004509,0.04511159,0.05555908
824.0,0.0452,824.4196,0.06037613,0.04577763,0.05618735
824.0,0.0454,824.9017,0.060589,0.04631753,0.05678929
825.0,0.0454,825.3839,0.06063725,0.04671055,0.05726068
825.0,0.0454,825.866,0.06049553,0.04696041,0.05747843
826.0,0.0454,826.3481,0.06017397,0.04707659,0.05734673
826.0,0.0454,826.8302,0.05971732,0.04706089,0.05683661
827.0,0.0456,827.3123,0.05920362,0.04690732,0.05600271
827.0,0.0459,827.7944,0.05872947,0.04661148,0.05498034
828.0,0.0464,828.2766,0.05838616,0.04618416,0.05394131
828.0,0.0471,828.7587,0.05824969,0.04566057,0.05306711
829.0,0.0477,829.2408,0.05835525,0.04509825,0.05249007
829.0,0.0483,829.7229,0.05869053,0.04456273,0.0522681
830.0,0.0487,830.205,0.05919456,0.04411981,0.0523855
830.0,0.049,830.6871,0.0597753,0.0438172,0.05276645
831.0,0.0491,831.1693,0.06033608,0.0436805,0.05330941
831.0,0.0492,831.6514,0.06079276,0.04371945,0.05390862
832.0,0.0493,832.1335,0.06110003,0.04393259,0.05448507
832.0,0.0494,832.6156,0.06125318,0.04431465,0.0549906
833.0,0.0497,833.0977,0.06127844,0.0448548,0.05540139
833.0,0.05,833.5798,0.06121603,0.04553096,0.05571089
834.0,0.0503,834.062,0.06110274,0.04630081,0.05591973
834.0,0.0506,834.5441,0.06096493,0.04709348,0.05603211
835.0,0.0509,835.0262,0.06081538,0.04782247,0.05605651
835.0,0.051,835.5083,0.06066193,0.04839691,0.05601205
836.0,0.0509,835.9904,0.06051533,0.04874319,0.05593293
836.0,0.0507,836.4725,0.06039035,0.04883029,0.05586397
836.0,0.0505,836.9547,0.06030198,0.04867737,0.05585825
837.0,0.0501,837.4368,0.06025589,0.0483547,0.05596576
837.0,0.0496,837.9189,0.06024066,0.04796013,0.05621682
838.0,0.0491,838.401,0.06022996,0.04760397,0.05661405
838.0,0.0486,838.8831,0.06019343,0.04738082,0.05712457
839.0,0.0481,839.3652,0.06011723,0.04734485,0.05768833
839.0,0.0477,839.8474,0.06001829,0.04750854,0.05822411
840.0,0.0474,840.3295,0.05994898,0.04784203,0.05865131
840.0,0.0471,840.8116,0.05997847,0.0482896,0.0589137
841.0,0.0468,841.2937,0.06017295,0.04877873,0.05898859
841.0,0.0466,841.7758,0.06056187,0.04923634,0.05889859
842.0,0.0465,842.2579,0.06112122,0.04960255,0.05870148
842.0,0.0464,842.7401,0.06177234,0.049829,0.05848122
843.0,0.0465,843.2222,0.0624073,0.04988655,0.05831985
843.0,0.0468,843.7043,0.06293102,0.04976632,0.05827199
844.0,0.0474,844.1864,0.06328468,0.04947954,0.05835397
844.0,0.0482,844.6685,0.0634698,0.04905935,0.05853681
845.0,0.0491,845.1506,0.06353559,0.04855716,0.05876016
845.0,0.0499,845.6328,0.06355572,0.0480447,0.05894699
846.0,0.0507,846.1149,0.06358849,0.04759915,0.05903235
846.0,0.0511,846.597,0.06365111,0.04728984,0.05898167
847.0,0.0511,847.0791,0.06371333,0.04716807,0.058797
847.0,0.0509,847.5612,0.06371381,0.04724954,0.05851515
848.0,0.0504,848.0433,0.06359091,0.0475121,0.05819295
848.0,0.0498,848.5255,0.06331123,0.04789752,0.0578962
849.0,0.0492,849.0076,0.06289132,0.04833067,0.0576797
849.0,0.0487,849.4897,0.06239496,0.04873915,0.05758222
849.0,0.0484,849.9718,0.06191648,0.04907197,0.0576243
850.0,0.0482,850.4539,0.061541,0.04931858,0.05780731
850.0,0.0481,850.936,0.06132115,0.04950778,0.05811627
851.0,0.0481,851.4182,0.06125885,0.04969709,0.05851875
851.0,0.0481,851.9003,0.06130932,0.04994434,0.05896937
852.0,0.0482,852.3824,0.0613979,0.05028805,0.05940724
852.0,0.0482,852.8645,0.06144414,0.0507272,0.0597619
853.0,0.0482,853.3466,0.06139215,0.05122113,0.0599704
853.0,0.0481,853.8287,0.0612195,0.0516988,0.05998731
854.0,0.0481,854.3109,0.0609443,0.05208371,0.05980419
854.0,0.0481,854.793,0.06061365,0.05232298,0.05945723
855.0,0.0482,855.2751,0.06029309,0.05239923,0.05902907
855.0,0.0484,855.7572,0.0600481,0.05233437,0.05863386
856.0,0.0486,856.2393,0.05992538,0.05217311,0.05838323
856.0,0.049,856.7214,0.0599474,0.05196662,0.05836868
857.0,0.0495,857.2036,0.06010512,0.05175064,0.05862778
857.0,0.05,857.6857,0.06036253,0.05153529,0.05913356
858.0,0.0504,858.1678,0.06066281,0.05131223,0.05979424
858.0,0.0508,858.6499,0.0609462,0.05106852,0.06047621
859.0,0.0511,859.132,0.06116875,0.05080548,0.06104343
859.0,0.0514,859.6141,0.0613118,0.05055124,0.06137732
860.0,0.0515,860.0963,0.06139047,0.05035993,0.06141448
860.0,0.0515,860.5784,0.06144553,0.05029359,0.06115587
861.0,0.0515,861.0605,0.06153347,0.05040532,0.06066602
861.0,0.0513,861.5426,0.06170281,0.05071164,0.06005263
862.0,0.051,862.0247,0.06197675,0.05118275,0.05943735
862.0,0.0506,862.5068,0.06234279,0.05174278,0.05893743
863.0,0.0502,862.989,0.06275403,0.05229355,0.05863252
863.0,0.0499,863.4711,0.06314206,0.052742,0.05855633
863.0,0.0497,863.9532,0.06343229,0.05302146,0.05869721
864.0,0.0496,864.4353,0.06357083,0.05311466,0.05900612
864.0,0.0498,864.9174,0.06353752,0.05305205,0.05941162
865.0,0.0503,865.3995,0.06335345,0.05290034,0.05983016
865.0,0.0509,865.8817,0.06307441,0.05273397,0.06018933
866.0,0.0516,866.3638,0.06277801,0.05261178,0.06043451
866.0,0.0523,866.8459,0.06254668,0.05255884,0.06053561
867.0,0.0529,867.328,0.06244049,0.05255941,0.06049068
867.0,0.0534,867.8101,0.06248873,0.05256761,0.06032099
868.0,0.0538,868.2922,0.06268091,0.05252581,0.06006341
868.0,0.054,868.7744,0.06297491,0.05239151,0.05975724
869.0,0.054,869.2565,0.06330651,0.05214933,0.05943803
869.0,0.054,869.7386,0.06360953,0.05181921,0.05913
870.0,0.0538,870.2207,0.06383693,0.05144554,0.05884404
870.0,0.0534,870.7028,0.06396772,0.05108497,0.05858436
871.0,0.0529,871.1849,0.06400959,0.05078644,0.05835471
871.0,0.0523,871.6671,0.06398802,0.0505772,0.05816548
872.0,0.0516,872.1492,0.06393275,0.05046378,0.05803724
872.0,0.0508,872.6313,0.06386303,0.05043643,0.05799728
873.0,0.0502,873.1134,0.06377955,0.05048081,0.05806958
873.0,0.0498,873.5955,0.06366999,0.05058403,0.05826903
874.0,0.0498,874.0776,0.06351939,0.05073611,0.05859226
874.0,0.05,874.5598,0.06332555,0.05092489,0.0590191
875.0,0.0505,875.0419,0.06310754,0.05112512,0.05951523
875.0,0.0511,875.524,0.06290472,0.05129457,0.06004136
876.0,0.0517,876.0061,0.06276145,0.05138031,0.06056026
876.0,0.052,876.4882,0.06271249,0.05132662,0.0610355
876.0,0.0522,876.9703,0.06276128,0.0510985,0.06143357
877.0,0.0521,877.4525,0.06287424,0.05069792,0.06172263
877.0,0.0519,877.9346,0.06298257,0.05017304,0.06187218
878.0,0.0515,878.4167,0.06300934,0.04960844,0.0618634
878.0,0.0513,878.8988,0.06289826,0.04910142,0.06169875
879.0,0.051,879.3809,0.06263858,0.04873857,0.0614124
879.0,0.0508,879.863,0.06227716,0.04856255,0.06106687
880.0,0.0505,880.3452,0.06190529,0.04856953,0.06074129
880.0,0.0502,880.8273,0.06163458,0.04871703,0.06051207
881.0,0.0498,881.3094,0.06155208,0.04895104,0.06042429
881.0,0.0494,881.7915,0.0616993,0.04922474,0.0604807
882.0,0.049,882.2736,0.06205738,0.04950921,0.06063926
882.0,0.0489,882.7557,0.06255685,0.04979103,0.06083075
883.0,0.0489,883.2379,0.06309287,0.05005785,0.06097866
883.0,0.0491,883.72,0.06355414,0.05028446,0.06102413
884.0,0.0495,884.2021,0.06385933,0.05043304,0.06094684
884.0,0.05,884.6842,0.06396757,0.05046021,0.06076432
885.0,0.0504,885.1663,0.06388748,0.0503402,0.06052355
885.0,0.0509,885.6484,0.06366357,0.05008409,0.06027743
886.0,0.0512,886.1306,0.06335997,0.04975029,0.06007297
886.0,0.0516,886.6127,0.06303924,0.0494356,0.05993991
887.0,0.0519,887.0948,0.06274445,0.04924044,0.05989158
887.0,0.0521,887.5769,0.06249898,0.04924775,0.05993349
888.0,0.0523,888.059,0.0623083,0.04948719,0.06006967
888.0,0.0523,888.5411,0.06216866,0.04992801,0.06030358
889.0,0.0521,889.0233,0.06207609,0.05048672,0.06063197
889.0,0.0517,889.5054,0.06203147,0.05105487,0.06103514
890.0,0.0512,889.9875,0.06203862,0.0515345,0.06147399
890.0,0.0508,890.4696,0.06209774,0.05185191,0.06188667
890.0,0.0505,890.9517,0.06219701,0.05197434,0.06220745
891.0,0.0504,891.4338,0.06230929,0.05190367,0.06238773
891.0,0.0505,891.916,0.06239174,0.05166392,0.06241169
892.0,0.0508,892.3981,0.06239895,0.05128749,0.06230523
892.0,0.0512,892.8802,0.06229823,0.05080792,0.06212385
893.0,0.0516,893.3623,0.0620777,0.05026466,0.06193317
893.0,0.0519,893.8444,0.06175274,0.04970438,0.06177981
894.0,0.0521,894.3265,0.06136017,0.04918229,0.06167824
894.0,0.0523,894.8087,0.06095149,0.04875907,0.06161214
895.0,0.0524,895.2908,0.06057848,0.04848039,0.06154931
895.0,0.0525,895.7729,0.0602877,0.04836196,0.06146273
896.0,0.0526,896.255,0.0601191,0.04837887,0.06134588
896.0,0.0526,896.7371,0.06010278,0.04847334,0.06121777
897.0,0.0527,897.2192,0.06026202,0.04857322,0.06111166
897.0,0.0527,897.7014,0.06060974,0.04862037,0.06105584
898.0,0.0526,898.1835,0.06113983,0.04859851,0.06105288
898.0,0.0525,898.6656,0.06181584,0.04853936,0.06107102
899.0,0.0523,899.1477,0.06256047,0.0485143,0.06105011
899.0,0.0521,899.6298,0.06326841,0.0486002,0.06092677
900.0,0.0519,900.1119,0.06381643,0.04885462,0.06065464
900.0,0.0517,900.5941,0.06409875,0.04928799,0.06022767
901.0,0.0515,901.0762,0.06406726,0.04986191,0.05968428
901.0,0.0514,901.5583,0.06374606,0.05049925,0.05910214
902.0,0.0515,902.0404,0.06323528,0.05111188,0.05857674
902.0,0.0516,902.5225,0.06267419,0.05163321,0.05819102
903.0,0.0517,903.0046,0.06221352,0.05202774,0.05800336
903.0,0.0519,903.4868,0.06196289,0.05229973,0.05802979
903.0,0.0521,903.9689,0.06195921,0.05248057,0.05824333
904.0,0.0521,904.451,0.06216606,0.05261485,0.05858042
904.0,0.0521,904.9331,0.06249167,0.05274125,0.05895583
905.0,0.0521,905.4152,0.06283452,0.05288102,0.05928621
905.0,0.0521,905.8973,0.06311237,0.05303881,0.05949682
906.0,0.0522,906.3795,0.06329511,0.05320568,0.05954422
906.0,0.0525,906.8616,0.06340284,0.05336803,0.05942252
907.0,0.0529,907.3437,0.06349022,0.05351231,0.05916622
907.0,0.0534,907.8258,0.06361534,0.05362865,0.05884326
908.0,0.0539,908.3079,0.06381483,0.05370852,0.05853732
908.0,0.0544,908.79,0.06409472,0.05374159,0.05833589
909.0,0.0546,909.2722,0.06443205,0.05371384,0.05830352
909.0,0.0546,909.7543,0.06478998,0.0536085,0.05847054
910.0,0.0544,910.2364,0.06513131,0.05340876,0.05883084
910.0,0.054,910.7185,0.06542991,0.0531051,0.05934589
911.0,0.0535,911.2006,0.06566999,0.05270007,0.05995629
911.0,0.0531,911.6827,0.06583823,0.05221289,0.06059157
912.0,0.0526,912.1649,0.06591944,0.05167565,0.061188
912.0,0.0523,912.647,0.06589392,0.05112966,0.0616907
913.0,0.0521,913.1291,0.06574297,0.05061762,0.06205642
913.0,0.052,913.6112,0.06546022,0.05017151,0.06225831
914.0,0.052,914.0933,0.06505977,0.04980911,0.06228554
914.0,0.052,914.5754,0.06458023,0.04953208,0.06214825
915.0,0.0521,915.0576,0.06407428,0.0493302,0.06187982
915.0,0.0523,915.5397,0.06359978,0.04918922,0.06153833
916.0,0.0525,916.0218,0.06320449,0.04910065,0.06120003
916.0,0.0527,916.5039,0.06291282,0.04906844,0.06093689
917.0,0.0531,916.986,0.06272858,0.04910886,0.06080669
917.0,0.0534,917.4681,0.06263795,0.04924467,0.06083342
917.0,0.0538,917.9503,0.06262141,0.04949104,0.06100161
918.0,0.0541,918.4324,0.06265846,0.04984404,0.06126069
918.0,0.0542,918.9145,0.06273152,0.05027128,0.06153911
919.0,0.0542,919.3966,0.06282491,0.05071822,0.06177037
919.0,0.054,919.8787,0.0629196,0.05111253,0.06190251
920.0,0.0537,920.3608,0.06299286,0.05138938,0.06191607
920.0,0.0534,920.843,0.06302358,0.05150992,0.06182323
921.0,0.053,921.3251,0.06299666,0.05147141,0.0616626
921.0,0.0527,921.8072,0.06291301,0.05131079,0.06148689
922.0,0.0524,922.2893,0.06279128,0.05108978,0.06134714
922.0,0.0523,922.7714,0.06266886,0.05088226,0.0612873
923.0,0.0522,923.2535,0.06259082,0.0507485,0.06133156
923.0,0.0521,923.7357,0.06259794,0.05071924,0.06148073
